Q216400,Q2229738
Q727148,Q4658367
Q113265,Q19393515
Q6218090,Q16962295
Q207515,Q10539859
Q1356059,Q7576974
Q551550,Q3407381
Q472728,Q6510748
Q2054,Q720535
Q3571601,Q2828151
Q3476305,Q24255685
Q113265,Q19393670
Q980339,Q4658368
Q1367995,Q7576978
Q982351,Q10539934
Q8963,Q721138
Q1822255,Q6510765
Q3573974,Q3407383
Q274144,Q2828153
Q184366,Q24255688
Q16400,Q4658371
Q447902,Q16962396
Q694849,Q10540223
Q314215,Q3407410
Q442931,Q722313
Q217619,Q4658393
Q462532,Q19397752
Q3183416,Q24255689
Q920996,Q7577006
Q7452001,Q16962448
Q506829,Q10540760
Q207640,Q722594
Q44183,Q4658399
Q1125695,Q24255690
Q235622,Q6510783
Q1303374,Q19397753
Q332401,Q10540854
Q7287492,Q7577015
Q180373,Q16962451
Q275003,Q3407556
Q5488767,Q4658402
Q1836356,Q6510788
Q534986,Q722678
Q1230624,Q722678
Q1243321,Q722678
Q391514,Q722678
Q833542,Q722678
Q669971,Q722678
Q924430,Q19398100
Q267242,Q10540872
Q311253,Q7577028
Q7650899,Q4658406
Q50020,Q3407659
Q39829,Q723020
Q550449,Q24255693
Q7176,Q2829012
Q1366759,Q4658420
Q3051213,Q7577088
Q311654,Q16962569
Q309974,Q3408504
Q471116,Q2829212
Q377,Q6510965
Q279305,Q723231
Q376859,Q24255694
Q2940723,Q16962570
Q5354240,Q4658425
Q506231,Q7577129
Q3588553,Q3408754
Q38873,Q6511302
Q3107358,Q723530
Q2927179,Q2829272
Q267242,Q10540978
Q15490906,Q24255696
Q311145,Q4658429
Q570706,Q3408841
Q16886516,Q7577133
Q34981,Q6511577
Q671951,Q2829458
Q1398697,Q10541032
Q1995311,Q7577219
Q20902324,Q24255697
Q6153706,Q16962608
Q704392,Q19399453
Q47478,Q6512432
Q977682,Q2830385
Q81685,Q3409263
Q55767,Q10541132
Q2214682,Q7577277
Q6182884,Q24255699
Q706222,Q16962717
Q3349315,Q4658438
Q262199,Q19402024
Q9049,Q6512436
Q92760,Q724029
Q1733732,Q16962732
Q5127064,Q7577288
Q964862,Q10541140
Q3167348,Q2830691
Q157322,Q3409602
Q6132354,Q24255703
Q159636,Q6512437
Q160163,Q4658442
Q10854994,Q724155
Q943121,Q16962759
Q927,Q2830846
Q352465,Q3410024
Q968708,Q10541297
Q16010344,Q7577424
Q12795890,Q6512597
Q15983891,Q19403008
Q7614789,Q4658443
Q352059,Q724196
Q4989376,Q10541424
Q2367724,Q16962823
Q3064461,Q7577490
Q84386,Q3410027
Q7609341,Q6512637
Q2830359,Q2831008
Q259054,Q24255708
Q316064,Q4658445
Q12791328,Q19403201
Q1336939,Q724291
Q41532,Q3410075
Q93137,Q10541792
Q3663596,Q16962843
Q6384191,Q6512817
Q1193871,Q7577520
Q315015,Q2831009
Q2592056,Q19403419
Q11347566,Q4658447
Q13517347,Q4658447
Q41532,Q3410080
Q316607,Q724340
Q462827,Q10542026
Q1237856,Q2831010
Q455228,Q24255710
Q13431211,Q16962851
Q451929,Q6512821
Q434029,Q7577598
Q256821,Q19404604
Q273262,Q724435
Q2958956,Q3410232
Q6384191,Q6513688
Q157501,Q24255713
Q184226,Q7577656
Q7798293,Q16962853
Q467169,Q4658449
Q2608481,Q2831011
Q356428,Q725030
Q463975,Q3410561
Q4892968,Q19409800
Q157501,Q24255714
Q2486254,Q7577657
Q1226282,Q6515676
Q6246991,Q16962876
Q713743,Q2831012
Q3067804,Q19410559
Q49074,Q725564
Q430182,Q10542382
Q38392,Q3411227
Q5000902,Q24255723
Q6384191,Q6515688
Q234392,Q7577662
Q5262295,Q4658452
Q15460202,Q16962881
Q471046,Q19412536
Q7197,Q3411417
Q6182884,Q24255724
Q215263,Q725569
Q4955731,Q10542404
Q45896329,Q2831014
Q659340,Q16962884
Q4332253,Q7577720
Q637306,Q4658453
Q1554761,Q19414247
Q35610,Q725752
Q46617585,Q6516241
Q55767,Q10542512
Q182047,Q7577741
Q927101,Q2831015
Q7822887,Q4658456
Q6951629,Q6516380
Q44519,Q726254
Q237420,Q3411636
Q467434,Q10542557
Q3572044,Q2831686
Q5516515,Q7577818
Q643644,Q16963158
Q3460560,Q3411655
Q48226,Q19414419
Q983672,Q24255737
Q9215,Q726382
Q371019,Q6516940
Q1808983,Q7577921
Q6225922,Q10542682
Q551767,Q2831704
Q643644,Q16963168
Q5931152,Q4658461
Q706689,Q726429
Q6286148,Q19414425
Q1125695,Q24255740
Q946031,Q3411741
Q6899941,Q7577998
Q313509,Q6516967
Q457608,Q2832091
Q1196186,Q4658474
Q2348632,Q16963195
Q1649124,Q24255753
Q35064,Q726535
Q3042797,Q3411834
Q146763,Q7578030
Q457555,Q10542687
Q3295822,Q2832360
Q12241253,Q19415503
Q232417,Q24255754
Q7323782,Q16963203
Q314993,Q726902
Q1393472,Q3411988
Q5107763,Q7578049
Q584128,Q6517186
Q60137,Q4658499
Q259364,Q24255755
Q348115,Q16963211
Q378807,Q2832698
Q12240047,Q19416351
Q254068,Q3412029
Q6530,Q727159
Q316313,Q7578070
Q1050951,Q7578070
Q1398697,Q10543199
Q1529902,Q24255758
Q361653,Q6517200
Q311854,Q3412135
Q4120436,Q19416354
Q1190579,Q16963386
Q186630,Q2833629
Q82925,Q727408
Q9204,Q7578079
Q232260,Q4658518
Q1398697,Q10543200
Q9364,Q3412539
Q1322600,Q24255759
Q12241038,Q19416520
Q4707003,Q6517204
Q35064,Q727861
Q16257993,Q16963502
Q2470299,Q2834025
Q1398697,Q10543201
Q556699,Q4658529
Q72653,Q6517207
Q119679,Q19416608
Q45765,Q3412859
Q34981,Q728140
Q1307719,Q24255767
Q862,Q16963506
Q972064,Q12800693
Q7653218,Q7578106
Q223949,Q2834222
Q6143413,Q10543214
Q182047,Q6517213
Q452091,Q4658543
Q3595146,Q24255768
Q20417765,Q19416614
Q470067,Q16963587
Q531606,Q728312
Q1044648,Q3412860
Q6252420,Q6517320
Q3014616,Q2834248
Q1462615,Q10543230
Q7321793,Q4658546
Q7442492,Q24255771
Q707469,Q728622
Q550926,Q16963627
Q47116794,Q7578460
Q5239733,Q4658559
Q163118,Q2834706
Q717265,Q10543272
Q458860,Q6517327
Q2221075,Q24255775
Q287828,Q3412874
Q20384183,Q19416863
Q295589,Q729000
Q350734,Q7578576
Q311476,Q10543519
Q239307,Q24255776
Q961147,Q4658620
Q2903519,Q6517384
Q520892,Q3412881
Q400919,Q19416985
Q1195523,Q16963749
Q504317,Q729200
Q550819,Q7578638
Q968708,Q10543549
Q291779,Q3412887
Q464963,Q4658664
Q7496464,Q19417308
Q174210,Q2834882
Q332693,Q6517408
Q297801,Q16964386
Q231356,Q12800744
Q715241,Q729783
Q6417490,Q24255778
Q445930,Q7578764
Q448246,Q4658680
Q193111,Q10543630
Q468432,Q19417387
Q19526,Q16964403
Q677665,Q3412891
Q15721003,Q6517721
Q8062718,Q729809
Q7129090,Q24255781
Q457371,Q4658681
Q1287768,Q3412898
Q3523687,Q7578765
Q5074912,Q7578765
Q4175819,Q2835120
Q6504444,Q16964469
Q1960911,Q6517875
Q35064,Q729812
Q248867,Q7578767
Q151872,Q4658703
Q350301,Q10543735
Q2770049,Q24255786
Q898067,Q2835327
Q973713,Q16964554
Q3185923,Q3412903
Q181677,Q6517902
Q39829,Q6517902
Q46248,Q6517902
Q166351,Q6517902
Q181659,Q6517902
Q350404,Q6517902
Q314553,Q6517902
Q368224,Q6517902
Q366150,Q6517902
Q233046,Q6517902
Q217110,Q6517902
Q7153036,Q24255788
Q42511,Q730105
Q3371881,Q3412905
Q272855,Q4658705
Q943028,Q7578825
Q361100,Q10543798
Q5873542,Q2835862
Q973713,Q16964922
Q181677,Q6517916
Q234403,Q6517916
Q217110,Q6517916
Q314553,Q6517916
Q368224,Q6517916
Q233046,Q6517916
Q272492,Q6517916
Q318845,Q6517916
Q350404,Q6517916
Q449542,Q6517916
Q210059,Q6517916
Q3067804,Q19417833
Q5734684,Q24255789
Q648241,Q3412912
Q129173,Q10544014
Q15497315,Q4658722
Q1354751,Q7578839
Q1044648,Q2836694
Q4666229,Q19417838
Q5236162,Q730848
Q239307,Q24255793
Q55767,Q10544351
Q180619,Q3412913
Q1044648,Q2836695
Q3067804,Q19417846
Q170509,Q4658725
Q310800,Q16964952
Q2578202,Q6518160
Q448246,Q3412929
Q9191,Q731224
Q506829,Q10545154
Q7153036,Q24255796
Q47115143,Q6518162
Q3067804,Q19417847
Q1044648,Q2836696
Q152019,Q7578911
Q39829,Q16964977
Q6828174,Q4658726
Q6491080,Q4658726
Q455495,Q3412966
Q39803,Q731251
Q6225438,Q24255799
Q547466,Q10545403
Q444136,Q7579077
Q3067804,Q19417853
Q727079,Q16964989
Q31984,Q6518683
Q235615,Q4658727
Q1044648,Q2836717
Q260054,Q3412968
Q5246375,Q24255808
Q4725970,Q7579131
Q5516907,Q7579131
Q3803714,Q731361
Q380376,Q10545447
Q333632,Q6520356
Q1044648,Q2836719
Q6969234,Q16965050
Q3067804,Q19417858
Q3244263,Q4658731
Q35064,Q731626
Q1044648,Q2836720
Q1672008,Q24255810
Q18670838,Q54012334
Q34743,Q54012334
Q6700986,Q6520535
Q3067804,Q19417863
Q513262,Q16965089
Q7356877,Q4658742
Q1044648,Q2836721
Q792130,Q3413145
Q95068,Q24255811
Q172140,Q732060
Q3067804,Q19417865
Q243027,Q7579550
Q723275,Q6520574
Q116676,Q16965094
Q472071,Q4658745
Q222944,Q3413313
Q1672008,Q24255813
Q457402,Q2836820
Q448473,Q10546125
Q60028,Q732146
Q5415581,Q7579639
Q3067804,Q19417868
Q477210,Q4658750
Q1672008,Q24255814
Q720199,Q2837166
Q315167,Q3413484
Q55415,Q6522544
Q3067804,Q19417874
Q217557,Q732311
Q119546,Q4658753
Q7149581,Q4658753
Q6847552,Q4658753
Q1672008,Q24255815
Q3315949,Q2837327
Q240547,Q3413498
Q506829,Q10546765
Q3067804,Q19417878
Q81796,Q732360
Q4706242,Q6522562
Q6662418,Q16965216
Q1174548,Q4658780
Q1248054,Q24255816
Q3315949,Q2837329
Q316313,Q7580188
Q3142071,Q3413518
Q5588392,Q10546892
Q3067804,Q19417884
Q15890792,Q2837463
Q505466,Q4658789
Q39829,Q16965264
Q217495,Q24255819
Q184169,Q6522576
Q16728433,Q7580201
Q318487,Q3413711
Q105167,Q732842
Q5782027,Q10547030
Q3573471,Q2837931
Q7647669,Q4658791
Q274730,Q24255820
Q3067804,Q19417890
Q272706,Q7580329
Q6273221,Q6522921
Q301951,Q3413908
Q13017,Q733275
Q187019,Q4658801
Q922795,Q2838241
Q438109,Q10547042
Q3122920,Q7580493
Q3067804,Q19417895
Q464414,Q3413917
Q6205581,Q24255822
Q4953265,Q16965303
Q93343,Q4658804
Q3491574,Q12803165
Q4940540,Q10547098
Q3479362,Q3413927
Q178106,Q7580755
Q3242453,Q16965361
Q291397,Q19418390
Q3812966,Q6525895
Q24284483,Q24255823
Q556815,Q4658807
Q35064,Q2839027
Q177411,Q3413935
Q232260,Q16965641
Q438109,Q10547234
Q482451,Q19418881
Q1157861,Q7581360
Q2891201,Q6526041
Q3742788,Q12803252
Q645390,Q2839151
Q439832,Q10547302
Q264247,Q24255853
Q465681,Q3414070
Q16867,Q733448
Q6265930,Q7581474
Q7512042,Q16965831
Q1065637,Q6526117
Q47113105,Q4658815
Q437675,Q2839525
Q441178,Q3414078
Q506829,Q10547307
Q5298455,Q24255854
Q12285822,Q7581664
Q237575,Q6526682
Q3015226,Q19419893
Q5577551,Q16965884
Q315059,Q2839526
Q1406489,Q2839526
Q705753,Q10547313
Q3172205,Q3414097
Q319820,Q24255857
Q6532896,Q19420056
Q4647894,Q7581675
Q35064,Q733639
Q803646,Q6527848
Q726071,Q4658839
Q123389,Q3414099
Q12223465,Q19420059
Q505274,Q7581680
Q1437441,Q16966000
Q60059,Q2839792
Q1672008,Q24255858
Q325130,Q734493
Q110436,Q4658859
Q380376,Q10547358
Q709951,Q3414102
Q7327311,Q16966042
Q7183144,Q16966042
Q180002,Q16966042
Q266075,Q16966042
Q3029392,Q16966042
Q6532800,Q19420062
Q1138996,Q4658877
Q505274,Q7581684
Q749325,Q2840281
Q1672008,Q24255859
Q30875,Q734607
Q4952142,Q10547503
Q741671,Q3414116
Q505274,Q7581691
Q4702922,Q19420387
Q465700,Q4658878
Q4992644,Q10547663
Q24829,Q6529267
Q1672008,Q24255860
Q726687,Q3414118
Q35064,Q734675
Q505274,Q7581698
Q4992644,Q10547664
Q298685,Q16966149
Q5065616,Q19420655
Q1672008,Q24255861
Q258431,Q4658882
Q273034,Q734757
Q5565398,Q10548126
Q16118272,Q19420669
Q238331,Q16966249
Q77671,Q2841194
Q3034976,Q3414122
Q6389859,Q7581704
Q1672008,Q24255862
Q3371410,Q6529860
Q938094,Q2841991
Q40640,Q734784
Q4164547,Q19420730
Q982237,Q16966376
Q713973,Q10548134
Q956193,Q3414145
Q210798,Q6530020
Q47113162,Q4658907
Q1672008,Q24255863
Q3166139,Q2842027
Q6209950,Q10548190
Q462356,Q3414146
Q131549,Q734969
Q3092096,Q6530074
Q168041,Q19421856
Q5698827,Q7581754
Q312641,Q4658911
Q114860,Q24255868
Q202693,Q10548483
Q8068403,Q16966493
Q194442,Q19422364
Q5395461,Q2842331
Q2180095,Q3414274
Q6305859,Q6530121
Q5111170,Q7581837
Q5598301,Q7581837
Q295406,Q734976
Q937439,Q4658913
Q529401,Q24255869
Q287727,Q10548548
Q2470299,Q2842473
Q9364,Q3414317
Q7648438,Q16966524
Q3168459,Q6530166
Q55723,Q7581905
Q335635,Q19422559
Q40946,Q4658914
Q1471043,Q735148
Q19282215,Q24255871
Q5937640,Q10548684
Q34190,Q2842656
Q156268,Q3414318
Q5113462,Q16966591
Q13434300,Q7582262
Q3217141,Q7582262
Q82248,Q735319
Q349508,Q4658917
Q257745,Q19422996
Q705753,Q10548685
Q12156634,Q2842756
Q443681,Q7582284
Q547414,Q3414362
Q445893,Q6530233
Q15056017,Q6530233
Q396,Q16966602
Q18447563,Q16966602
Q4727255,Q4658919
Q319829,Q735814
Q131326,Q10549038
Q168040,Q2842837
Q1176577,Q7582338
Q1752058,Q24255873
Q1688989,Q6530250
Q43499,Q4658924
Q354888,Q10549121
Q4945666,Q10549121
Q465179,Q735979
Q6536228,Q19423681
Q2639791,Q16966909
Q1385909,Q3414372
Q7539455,Q7582433
Q40640,Q4658926
Q274730,Q24255874
Q668090,Q736604
Q275929,Q19424327
Q2379348,Q3414376
Q15999811,Q16966910
Q274766,Q7583678
Q179059,Q4658931
Q24191449,Q24255875
Q7064095,Q6530392
Q44519,Q10549301
Q605530,Q19424348
Q2851265,Q3414384
Q272585,Q737164
Q1659427,Q16966945
Q313509,Q2843055
Q4116044,Q6530952
Q5292635,Q4658933
Q2119932,Q24255876
Q520892,Q3414399
Q611625,Q10549331
Q586362,Q737494
Q4714590,Q19425095
Q6003118,Q6530991
Q9160599,Q2843173
Q325133,Q3414415
Q274730,Q24255880
Q315220,Q737501
Q1610305,Q10549372
Q3123742,Q19425516
Q709295,Q7587905
Q15438716,Q6531430
Q193744,Q16967074
Q12066347,Q16967074
Q450315,Q2843196
Q320664,Q4658938
Q2853698,Q24255882
Q1383662,Q3414418
Q563564,Q737625
Q4976968,Q10549872
Q272585,Q6531445
Q12241253,Q19425631
Q93343,Q7588370
Q1282338,Q4658946
Q4977305,Q16967162
Q309974,Q2843223
Q982361,Q3414687
Q1125695,Q24255883
Q4976968,Q10549874
Q158394,Q737805
Q3123742,Q19425842
Q218960,Q4658949
Q4355647,Q6531562
Q3455763,Q3414693
Q518359,Q7588406
Q256434,Q16967265
Q1927976,Q2843373
Q259543,Q737850
Q12241253,Q19425847
Q1672008,Q24255889
Q1398697,Q10549973
Q3481983,Q4658979
Q453288,Q6531753
Q276347,Q3414732
Q965375,Q2843782
Q335232,Q737910
Q6141067,Q16967268
Q1672008,Q24255890
Q402204,Q19426213
Q3044868,Q10550131
Q193257,Q6531754
Q1236969,Q2844011
Q188569,Q7589523
Q1672008,Q24255891
Q61522,Q16967311
Q15803,Q12804135
Q279305,Q737941
Q274667,Q3414752
Q2857511,Q19426322
Q7407896,Q4658985
Q537014,Q2844012
Q40640,Q6532228
Q1672008,Q24255892
Q216290,Q3414766
Q168041,Q19427357
Q461830,Q738022
Q535356,Q738022
Q950414,Q6532536
Q960018,Q2844046
Q6448759,Q7590868
Q1837775,Q16967412
Q1672008,Q24255893
Q317491,Q738342
Q692757,Q3415915
Q557730,Q6532658
Q509002,Q4658990
Q163042,Q19429039
Q5966938,Q10550323
Q567029,Q2844605
Q3491574,Q12804495
Q7352573,Q16967500
Q560286,Q7592502
Q15452764,Q24255898
Q207515,Q4659002
Q22750,Q3415953
Q366464,Q738707
Q1353818,Q10551021
Q7210785,Q19431528
Q464409,Q2844760
Q7495384,Q16967513
Q34970,Q7594717
Q729983,Q6532691
Q1672008,Q24255900
Q128126,Q3416009
Q313185,Q738937
Q728263,Q10551033
Q9204,Q4659003
Q968716,Q2844949
Q4117458,Q19431530
Q318431,Q6532725
Q1672008,Q24255906
Q3080496,Q7596471
Q82409,Q738958
Q45546,Q738958
Q128126,Q3416011
Q275893,Q10551171
Q1688997,Q4659011
Q6192799,Q16967588
Q2740907,Q2845014
Q358342,Q6532738
Q1672008,Q24255907
Q6892016,Q19431531
Q171091,Q3416949
Q9012539,Q7596933
Q454629,Q10551185
Q128790,Q739269
Q1680004,Q4659012
Q6712911,Q16967638
Q1672008,Q24255908
Q88061,Q3417013
Q16119750,Q19432150
Q630446,Q6532814
Q520723,Q6532814
Q6500316,Q6532814
Q969020,Q10551445
Q313489,Q4659028
Q378098,Q7597016
Q207640,Q739383
Q316313,Q739383
Q1248054,Q739383
Q322922,Q2845442
Q2679036,Q16967727
Q220480,Q24255909
Q3165878,Q3417024
Q2822174,Q19432162
Q713270,Q10551576
Q10640401,Q7597054
Q711558,Q4659030
Q1754402,Q739461
Q47115259,Q6532931
Q256708,Q16967751
Q238124,Q2845503
Q220480,Q24255910
Q278510,Q3417058
Q194442,Q19432164
Q313489,Q4659031
Q448744,Q16967776
Q380376,Q10551749
Q722453,Q739534
Q2382526,Q2845532
Q1672008,Q24255911
Q4740688,Q4659032
Q3067804,Q19433265
Q4980239,Q10551783
Q1545386,Q3417202
Q460430,Q740339
Q1369013,Q6533008
Q1247917,Q2845547
Q1672008,Q24255913
Q454970,Q4659043
Q1082122,Q7597113
Q2031528,Q10551809
Q433800,Q3417470
Q919277,Q740473
Q632616,Q16967801
Q1276,Q6533011
Q236727,Q2845645
Q2827458,Q4659048
Q202250,Q24255915
Q273453,Q10551842
Q183248,Q3417787
Q312747,Q19433695
Q311671,Q16967812
Q43216,Q740527
Q1148729,Q6533065
Q33476,Q2845739
Q33391,Q24255921
Q1395538,Q7597242
Q156268,Q3417909
Q464264,Q19434309
Q554105,Q2846133
Q6850960,Q6533076
Q371516,Q7597244
Q452249,Q24255922
Q63754,Q740913
Q1380058,Q3418058
Q132805,Q2846293
Q558425,Q4659076
Q443528,Q6533127
Q1320489,Q16967933
Q3067804,Q19434411
Q410,Q741013
Q172788,Q24255926
Q2749421,Q7597246
Q298051,Q2847376
Q15982089,Q4659077
Q491558,Q19434964
Q7442614,Q6533165
Q448744,Q16968122
Q183266,Q3419875
Q35064,Q741033
Q350404,Q2847696
Q1398697,Q10553123
Q5277125,Q6533220
Q241026,Q19437911
Q23706029,Q4659086
Q23706031,Q4659086
Q3169922,Q4659086
Q138243,Q16968168
Q2553559,Q7597256
Q435585,Q2849200
Q4993107,Q24255932
Q47087,Q741222
Q1033656,Q10553196
Q12190169,Q19439988
Q2975527,Q3420053
Q334918,Q6533247
Q380229,Q7597259
Q318431,Q4659095
Q240786,Q2849316
Q314158,Q24255934
Q1159127,Q741391
Q464264,Q19440746
Q971687,Q10553521
Q353882,Q3420250
Q110436,Q16968206
Q316785,Q16968206
Q1444345,Q16968206
Q361149,Q16968206
Q130779,Q16968206
Q940958,Q16968206
Q26831076,Q16968206
Q1857523,Q16968206
Q953288,Q16968206
Q448241,Q16968206
Q5107204,Q16968206
Q362742,Q16968206
Q13563118,Q16968206
Q26831100,Q16968206
Q238702,Q16968206
Q26831129,Q16968206
Q5512195,Q16968206
Q3530851,Q16968206
Q5105869,Q16968206
Q314416,Q16968206
Q2631376,Q16968206
Q455510,Q16968206
Q5770126,Q16968206
Q113554,Q16968206
Q6698516,Q16968206
Q5233934,Q16968206
Q102747,Q7597261
Q573813,Q4659102
Q258431,Q2849317
Q35064,Q741407
Q80900,Q6533556
Q5655012,Q19442100
Q1891196,Q4659105
Q59054,Q7597280
Q61699,Q7597280
Q128790,Q741431
Q3485243,Q2849538
Q7274005,Q16968237
Q6527,Q6533603
Q546631,Q10553822
Q1975019,Q3421333
Q557961,Q19442798
Q217557,Q7597285
Q254635,Q2849572
Q3020878,Q4659106
Q434029,Q742167
Q2735316,Q24255939
Q3643246,Q16968291
Q17273292,Q19442893
Q463279,Q7597287
Q2415217,Q24255940
Q39829,Q742226
Q77276,Q2849631
Q313489,Q4659127
Q6351410,Q19443004
Q5112637,Q16968339
Q3161988,Q3421928
Q6225922,Q10553834
Q311253,Q7597295
Q12344667,Q24257116
Q38367,Q4659137
Q208101,Q742491
Q5980967,Q16968377
Q6369700,Q6533728
Q58586,Q3421975
Q788374,Q19443012
Q3218752,Q2849853
Q553147,Q7598599
Q212312,Q10555405
Q163747,Q742753
Q273210,Q4659145
Q180099,Q4659145
Q3175156,Q24259206
Q3877423,Q16968404
Q3193870,Q3422430
Q293663,Q19443016
Q3085882,Q2849933
Q5582798,Q10556381
Q91916,Q742794
Q3025403,Q24259855
Q237235,Q4659147
Q9588,Q2850138
Q3207222,Q19443073
Q1496152,Q10556384
Q6831207,Q16968420
Q5141806,Q7598676
Q435401,Q2850430
Q293554,Q19443102
Q352059,Q743070
Q1072872,Q4659148
Q1047,Q6533736
Q17180983,Q24261928
Q79025,Q3422871
Q6558512,Q7598821
Q311476,Q10556413
Q256639,Q16968516
Q12177972,Q19443113
Q3721197,Q24262063
Q6515,Q6533738
Q160534,Q743180
Q4762483,Q4659153
Q457555,Q10556663
Q7807559,Q7599853
Q38251,Q2850714
Q465179,Q3422994
Q298234,Q3422994
Q296069,Q743223
Q910392,Q24262154
Q7668026,Q6533742
Q4965127,Q4659154
Q293554,Q19443115
Q553137,Q7600060
Q260730,Q2850960
Q3721197,Q24262162
Q3291756,Q16968568
Q4897507,Q4659160
Q12187477,Q19443138
Q909,Q743304
Q237684,Q3423059
Q705753,Q10561530
Q316788,Q7600643
Q715505,Q7600643
Q4964670,Q6533745
Q3142466,Q2851194
Q2481000,Q16968602
Q446605,Q743764
Q788374,Q19443168
Q4569492,Q10561692
Q4897655,Q7600693
Q977651,Q6533747
Q79025,Q2851345
Q20856127,Q24262185
Q123469,Q743777
Q2149111,Q16968627
Q713973,Q10561799
Q489193,Q4659176
Q557366,Q19443176
Q217557,Q3423065
Q586756,Q7600739
Q47115315,Q6533748
Q9711,Q2851518
Q60025,Q743797
Q468851,Q4659182
Q20856127,Q24262595
Q4979183,Q10561814
Q12240799,Q19443246
Q177411,Q3423328
Q726177,Q7600761
Q4942444,Q6533751
Q3287816,Q2851810
Q42827,Q743813
Q555298,Q4659192
Q1329542,Q16968642
Q4117458,Q19443325
Q2124839,Q3423346
Q453329,Q7600780
Q452404,Q2852369
Q132524,Q6533759
Q149127,Q4659197
Q582603,Q10562430
Q20856682,Q24262687
Q38370,Q743848
Q15432632,Q16968662
Q4760985,Q16968662
Q4322459,Q19443331
Q286116,Q7600783
Q36591,Q3423372
Q2458048,Q6533763
Q1927976,Q2852489
Q11927800,Q24262753
Q110436,Q10563546
Q1231017,Q19443336
Q542827,Q16968669
Q172140,Q743965
Q3131983,Q4659207
Q1237856,Q3423377
Q35064,Q7600822
Q5298314,Q6533766
Q468308,Q10566011
Q3484350,Q2852773
Q20856682,Q24262799
Q433708,Q16968693
Q69351,Q19443777
Q460323,Q744221
Q953288,Q4659211
Q231467,Q3423644
Q272076,Q7600837
Q5673,Q2852923
Q905,Q6533774
Q12216693,Q19443788
Q210669,Q744465
Q18098551,Q16968839
Q467497,Q3423739
Q709248,Q10567210
Q2851265,Q2853156
Q1077057,Q7600865
Q12216693,Q19443790
Q905,Q6533775
Q2382900,Q16968883
Q4766642,Q4659224
Q359568,Q744478
Q3506061,Q24263510
Q12348798,Q10567426
Q437798,Q3423765
Q559409,Q6533777
Q402204,Q19443793
Q229996,Q744687
Q24264943,Q24264923
Q257261,Q4659226
Q6376306,Q16968926
Q467434,Q10567487
Q3170510,Q3423852
Q6538102,Q19445869
Q441214,Q6533778
Q723621,Q2853693
Q5881424,Q16968942
Q538719,Q4659234
Q3368892,Q24265031
Q17350486,Q24265031
Q24265034,Q24265031
Q1320489,Q744705
Q2337607,Q2854842
Q1351266,Q6533779
Q3281,Q10567559
Q2382242,Q3423854
Q12240476,Q19445884
Q5233407,Q16968979
Q22210879,Q24265145
Q5239733,Q4659242
Q163118,Q744715
Q312641,Q7600881
Q9204,Q6533783
Q261962,Q2855197
Q4978990,Q10567632
Q119679,Q19446007
Q5423369,Q16968988
Q334219,Q744835
Q13473501,Q24265275
Q489193,Q7600896
Q670179,Q4659257
Q213355,Q3424349
Q905,Q6533784
Q16633470,Q10568097
Q12216693,Q19446021
Q729885,Q16969050
Q234928,Q7600901
Q469627,Q744859
Q495243,Q24265333
Q106740,Q2855327
Q6504384,Q4659262
Q234700,Q3424461
Q275893,Q10568130
Q22688859,Q19449410
Q586756,Q7600923
Q36233,Q6533786
Q35064,Q745079
Q202693,Q16969086
Q352465,Q24266557
Q5231353,Q2855433
Q222944,Q3424530
Q263254,Q4659270
Q905,Q6533787
Q1353818,Q10568230
Q291397,Q19450245
Q1425,Q745183
Q973713,Q16969129
Q464976,Q24266561
Q828989,Q2855806
Q1370440,Q3424588
Q464264,Q19450324
Q5488327,Q4659272
Q159636,Q6533790
Q236660,Q10568249
Q311253,Q745250
Q973713,Q16969226
Q191716,Q7601010
Q2851265,Q3424716
Q4356612,Q24266579
Q2429601,Q4659274
Q463536,Q6533792
Q291397,Q19450326
Q462827,Q10569746
Q95383,Q745382
Q237196,Q16969236
Q2151632,Q7601020
Q563525,Q7601020
Q103114,Q3424721
Q1929962,Q4659276
Q291397,Q19450715
Q372182,Q6533794
Q2965629,Q2857103
Q506829,Q10569894
Q446605,Q745617
Q381475,Q16969346
Q2151632,Q7601021
Q72653,Q3424725
Q66745,Q24266658
Q165257,Q19450816
Q29078259,Q2857105
Q705715,Q6533826
Q792882,Q10570553
Q793895,Q745835
Q575345,Q7601035
Q1544958,Q3424727
Q123242,Q24266661
Q318845,Q2857581
Q36591,Q4659312
Q6538102,Q19451051
Q2905190,Q7601038
Q187019,Q6533836
Q725559,Q16969398
Q220980,Q19451107
Q4706586,Q24270824
Q726071,Q4659330
Q16297,Q7601044
Q2532628,Q2857748
Q467434,Q10571227
Q1984946,Q3424994
Q859,Q746253
Q6704954,Q6533837
Q7418626,Q16969426
Q971382,Q4659340
Q119679,Q19451300
Q508975,Q2857818
Q721433,Q24275981
Q114851,Q24275981
Q16297,Q7601045
Q457555,Q10571674
Q26825,Q746583
Q315059,Q3425139
Q441056,Q6533881
Q2344210,Q16969486
Q16204588,Q4659347
Q1250094,Q2858078
Q337351,Q746586
Q25450758,Q19451962
Q5495273,Q7601047
Q464318,Q16969498
Q470834,Q6535004
Q5310393,Q6535004
Q3384911,Q3425230
Q1368437,Q4659349
Q443820,Q24278826
Q181659,Q747087
Q276347,Q3425239
Q4115112,Q19452148
Q47115363,Q6535128
Q5492824,Q7601048
Q5636755,Q16970350
