edition_id;edition_label;edition_description
Q19167520;;
Q54824859;;
Q43584145;;
Q54825790;;
Q54825438;;
Q55047131;Fleischer’s Glossary of Mineral Species 1999;
Q54821734;The Rise and Fall of Khan Noonien Singh, Volume 1;
Q54825251;Taking Wing;
Q54824887;;
Q866134;Bishops' Bible;
Q54978318;A Grammar of Modern Breton;
Q54824955;;
Q54824543;Home Is The Hunter;
Q20971512;Het verdriet van België;
Q54826049;Beneath the Raptor's Wing;
Q54825179;;
Q19977103;;
Q55644739;A-Hunting of the Deer, and other essays;
Q54826068;Call to Arms;
Q54826123;Worf's First Adventure;
Q54824861;;
Q17317589;Цяжкі час — Працяг. Канцэпцыя новага Беларускага Адраджэньня, кн. 3, артыкулы і матэр’ялы (2003−2010);
Q55170653;Asterisk: The Definitive Guide;
Q50943978;Fantastická zvířata a kde je najít;
Q27030791;A Gift from the Kremlin;
Q44052507;;
Q54825713;;
Q54860473;;
Q43397214;;
Q54824983;;
Q5865868;;
Q9080992;Systema Naturae . . . editio decima tertia, aucta, reformata;
Q54821063;;
Q21296422;Signs and Symbols: Their Design and Meaning;
Q54820960;From The Dephts;
Q18535859;;
Q6888651;Modern English Bible translations;
Q24263528;;
Q54638616;The Annotated Origin : A Facsimile of the First Edition of On the Origin of Species;
Q15730821;Nuntempaj rakontoj;
Q54825255;Unity;
Q54825017;;
Q41947908;The World War II Tank Guide;
Q51515170;The origin of species;
Q54825012;;
Q54825174;;
Q54825444;;
Q54825221;;
Q33514500;;
Q55192996;Quantum Computation and Quantum Information: 10th Anniversary Edition;
Q54826128;Killing time;
Q54824942;;
Q55417434;Microcomputer dictionary and guide;
Q54825102;;
Q24089316;Broučci;
Q51799421;Kámen mudrců;
Q54821033;;
Q21161675;Die Entstehung der Arten;
Q54821349;;
Q12057781;Světy bez hranic;
Q54820941;;
Q54825142;Enterprise: The First Adventure;
Q20706406;Northanger Abbey;
Q55436758;Bílí lidé;
Q54826070;Missing in Action;
Q18086925;;
Q15276785;;
Q54821558;;
Q28869479;Čtyřverší Omara Chajjáma;
Q54982701;;
Q33515066;;
Q33514988;;
Q18746288;;
Q54826059;;
Q15233012;The Search for Modern China, First Edition;
Q15055929;HTML, XHTML and CSS All-In-One For Dummies, 2nd Edition;
Q54825276;;
Q54825553;;
Q20278655;Septuaginta;
Q35169802;Shemirath Shabbath;
Q54825439;Star Trek Log 7;
Q50326832;L’insoutenable légèreté de l’être;
Q21191063;;
Q21916833;An Introduction to the Rock-Forming Minerals (1992);
Q12347446;Esperanto sen Antaŭjuĝoj;
Q54825508;Chains of Command;
Q22810165;;
Q42903898;The Œdipus-complex as an Explanation of Hamlet's Mystery: A Study in Motive;
Q21191013;Comedìa (1472);
Q46812494;Dødelig psykiatri og organiseret fornægtelse;
Q41993926;George Eliot;
Q19524128;;
Q18534534;A Checklist of Painters c.1200-1994;
Q17457461;The Encyclopedia of New York City, 1995 edition;
Q19086848;The Federalist, 1863 edition;
Q6015255;The Meaning of the Glorious Koran;
Q54825958;;
Q37379998;Modeste Mignon;
Q11429477;;
Q54825612;;
Q19679863;La guerra dei topi e delle rane;
Q26213411;;
Q20004068;Lest We Forget (1st edition);
Q47754232;The Art of Computer Programming, Volumes 1-4A Boxed Set;
Q54826117;;
Q50331267;Kátrány;
Q19038764;Men-at-the-Bar;
Q52911888;;
Q54825954;;
Q24100942;En lättings lättsamma tankar;
Q54825209;A Stitch in Time;
Q33013029;De dunkle butikkers gade;
Q14272075;;
Q15623602;Kafka: A Very Short Introduction, 1st ed.;
Q54824895;;
Q14272071;;
Q21191003;La Divine Comédie;
Q15730924;Nobela peko;
Q54825441;;
Q54826017;The Never-Ending Sacrifice;
Q26940459;Z rozmyślań próżniaka;
Q54833996;;
Q19223356;Phèdre;
Q54826138;End Game;
Q19024195;A Passionate Pilgrim;
Q15058302;The Red Baron, an Air Combat Classic;
Q27050364;Anatomy and Human Movement Structure and Function 6th edition;
Q54820980;;
Q20561350;;
Q15058275;Military Aircraft Markings 2006;
Q54825318;Prisoners of Peace;
Q50327050;I Never Saw Another Butterfly;
Q30260463;The Kalevala;
Q20088198;The Unclassed;
Q54824893;The Red King;
Q54826147;;
Q52383725;Flora der Gehölze, 5th edition;
Q3238260;;
Q43564786;;
Q54820996;;
Q18674786;;
Q54825643;After the Fall;
Q54825110;;
Q50382657;A Dictionary of Hymnology;
Q33514667;;
Q12626119;Hunminjeongeum Eonhae;
Q54825823;Spock, Messiah!;
Q19353581;11. September 2001 (first edition);
Q28137293;;
Q27670148;Twenty Years Under the Bed;
Q24090834;Broučci;
Q52687423;;
Q54825847;Spock Must Die!;
Q19078762;The Autocrat of the Breakfast-Table;
Q22137043;Breeds of Empire: The "Invention" of the Horse in Southeast Asia and Southern Africa 1500-1950;
Q54825250;;
Q19960793;Dei delitti e delle pene;
Q27975924;L’Homme qui voulut être roi;
Q15646988;Charles XII Bible (Swedish Wikisource edition);
Q54825210;A Stitch in Time;
Q54825451;;
Q29541749;The new right in Chile, 1973-1997 (1999 ed.);
Q19435734;El caso extraño del doctor Jekyll;
Q50794223;;
Q1555509;Gustav Vasa Bible;
Q38228779;Golem;
Q54435807;Master the GRE;
Q20562468;;
Q54820979;;
Q54825416;Shadow Lord;
Q26205278;;
Q18744387;;
Q54821559;;
Q19152131;The Spirit of Laws (1758 English edition);
Q41761780;Mrs. Shelley;
Q15721756;Amtliches Ortsverzeichnis für Bayern (1952);
Q25333260;O livro no Brasil;
Q54825947;;
Q23978305;;
Q33514822;;
Q15895201;International Code of Botanical Nomenclature (Tokyo Code);
Q19776544;;
Q54825956;Captain's Blood;
Q54826095;The Good That Men Do;
Q54825011;;
Q22087676;;
Q54825741;;
Q20201776;Beibl (1620);
Q51515167;The origin of species by means of natural selection  or, The preservation of favored races in the struggle for life;
Q22227061;;
Q54825633;Mosaic;
Q29937375;;
Q27624860;Orbis pictus v řeči české a německé;
Q54825881;;
Q54821027;;
Q15053555;On the Banks of the Suez;
Q5083751;Charles XII Bible;
Q54820930;;
Q54820969;Sacrifice of Angels;
Q19799361;Benjamin Franklin;
Q54825873;;
Q15276791;;
Q28466049;Samlede digte;
Q19413186;World Almanac (1921 edition);
Q41639828;Allgemeines Lexikon der bildenden Künstler des XX. Jahrhunderts vol. 6;
Q54826020;Death in Winter;
Q54825090;;
Q26207717;;
Q20897627;The Life of Samuel Johnson (3rd edition 1799);
Q34638420;The Food of the Gods and How It Came to Earth;
Q42572013;;
Q54820962;;
Q54821062;;
Q23925805;La Scienza in Cucina e l'Arte di mangiar bene. Manuale pratico per le famiglie;
Q54825413;Before Dishonor;
Q28973008;Los españoles pintados por sí mismos (ed. 1843-1844);
Q17617828;Le avventure di Alice nel Paese delle Meraviglie;
Q20140324;The physician (1986);
Q29647500;Itinerary of Archbishop Baldwin through Wales, A.D. 1188;
Q28599521;Ulysses (1936);
Q54884335;;
Q17042670;;
Q21191111;;
Q47461944;Grasshopper: The Little Soldier;
Q54821842;;
Q1571095;Luther Bible;
Q24038979;Když Duben přichází;
Q54825803;;
Q50331034;Kloktat dehet;
Q5943662;Hunminjeongeum Haerye;
Q44060703;Fables and Parables;
Q22705016;;
Q54820985;;
Q7744922;The Koran Interpreted;
Q20088179;Das Personenlexikon zum Dritten Reich (2nd Ed.);
Q15702070;The Last Dictatorship in Europe. Belarus under Lukashenko;
Q30139730;Heidi;
Q51382402;The origin of species by means of natural selection, or, The preservation of favoured races in the struggle for life;
Q54826125;Time for Yesterday;
Q54821047;;
Q54825814;;
Q50326877;The unbearable lightness of being;
Q33514110;;
Q23668249;Oeuvres de lady Montague, contenant sa vie, sa correspondance;
Q54825669;;
Q54824994;;
Q54825763;;
Q28859128;Institutes coutumières (1758);
Q1219621;Die türkische Bibel, oder der Koran;
Q47895409;A nikdo vám nebude věřit;
Q54825872;Over a Torrent Sea;
Q54821717;The Rise and Fall of Khan Noonien Singh, Volume 1;
Q54825706;Chrysalis;
Q54825464;;
Q19239843;Voyages en Suisse et en Italie;
Q33514827;;
Q51515195;The origin of the species by means of natural selection;
Q17418742;Гарады і вёскі Беларусі. Т. 1 Кн. 1: Гомельская вобласць;
Q20749426;Mr. Sidney Lee and the Baconians;
Q22136987;Mason's World Dictionary of Livestock Breeds, Types and Varieties;
Q54826043;;
Q51287546;;
Q24209180;;
Q54825691;Strike Zone;
Q44294472;Royal succession in Capetian France (original edition, 1981);
Q54825938;;
Q20898454;Wimpole Hall (1999 revision);
Q54824968;;
Q28137323;;
Q15932891;Životopisy dvanácti císařů;
Q14334357;Suomen historian pikkujättiläinen;
Q33515085;;
Q33514759;;
Q33514487;;
Q40345777;The Scarlet Letter, 2nd ed.;
Q42899249;The General Strike;
Q27559540;Jean Ziegler ou l'histoire falsifiee;
Q50329968;Noční práce;
Q42728420;The Valley of Decision;
Q18508115;The Call of the Toad (New York 1992);
Q54825312;;
Q54825187;Point of Divergence;
Q54826106;World Without End;
Q54826022;;
Q29048315;Tank Combat in North Africa;
Q54825108;;
Q28344152;Who's Who in Hong Kong, 3rd edition;
Q29185070;;
Q41530612;The conditions of agricultural growth;
Q54738055;Report of the Second Norwegian Arctic Expedition in the "Fram,' 1898-1902 (volume 3);
Q54821067;;
Q55167436;Asterisk: The Definitive Guide;
Q54824958;;
Q43964186;;
Q54825144;;
Q55638025;Stories from Old English Poetry;
Q22712216;Life at the Cape in Mid-eighteenth Century;
Q54825791;Shockwave;
Q54825812;;
Q21274972;;
Q19320911;Dennis Brain: A Life in Music (1st edition);
Q54824941;The Badlands, Book One;
Q21280812;;
Q54825076;;
Q54826060;Violations;
Q33515172;;
Q54825606;Metamorphosis;
Q19041399;Michael, Brother of Jerry;
Q54006580;Bryan's dictionary of painters and engravers, edition 1903-1905;
Q54824599;Death Count;
Q54824857;Harbinger;
Q18606907;Old Towns and New Needs  also the Town Extension Plan;
Q19100684;The Tenant of Wildfell Hall, 1920 John Murray edition;
Q21856070;Sp. Pl. ed. 2;
Q10519521;Helge Åkessons översättning;
Q19756350;;
Q19842227;Zwerversbloed;
Q54810596;The Three-Body Problem;
Q28956380;La Bretagne des mégalithes;
Q2071569;This Earth of Mankind;
Q54826050;;
Q11687962;;
Q32889765;;
Q19114874;Victory;
Q54007617;Dictionary of painters and engravers, edition 1886-1889;
Q17525620;Los versos satánicos (Buenos Aires, 1989);
Q19079414;The Battle of the Books  with selections from the literature of the Phalaris controversy;
Q22122638;Africa's Moment;
Q15055831;Chickenhawk (1983, 1st edition);
Q54879062;Star Trek The Next Generation Technical Manual;
Q55688435;Xiandai Hanyu Cidian (1983);
Q54826065;;
Q15735119;Der Turm (1st edition);
Q33514726;;
Q54825849;;
Q54824588;Avenger;
Q54826104;World Without End;
Q54825582;;
Q28599523;Ulysses (1960);
Q54825309;;
Q54825380;;
Q54825197;;
Q55045020;Glossary of Mineral Species 5 ed.;
Q41106892;;
Q47911435;Tíživé mlčení;
Q18336549;Dog Years (New York 1965);
Q54820966;Boogeymen;
Q657420;Cologne Mani-Codex;
Q54820970;;
Q27863750;Institutes coutumières (1679);
Q37872710;Filocolo;
Q19764633;;
Q22671331;;
Q54824926;;
Q54825656;Mission to Horatius;
Q28137321;;
Q54826092;Valhalla;
Q54821401;The Great Starship Race;
Q12046672;Počátky Přemyslovců. Vstup Čechů do dějin (530 - 935);
Q28974554;Love and Hate (English translation);
Q54825533;Kobayashi Maru;
Q54824901;;
Q54825507;;
Q54821078;;
Q19208995;Les Carillons;
Q39829696;Strait is the Gate;
Q12586372;Geumganggyeong Eonhae;
Q54826052;;
Q53574515;;
Q26708644;Chemical Warfare Agents, Toxicology and Treatment (2nd edition);
Q22969379;High Performance MySQL;
Q33057211;;
Q43197056;Le salut est en vous;
Q19913224;The Rover Boys at School;
Q22712134;;
Q33514794;;
Q54825512;Best Destiny;
Q54820955;Broken Bow;
Q5805802;Die Natürlichen Pflanzenfamilien Nachtr.;
Q20971480;La pena de Bélgica;
Q29095436;The Subjection of Women;
Q23311402;;
Q20640582;Беларусь: ні Эўропа, ні Расея. Меркаваньні беларускіх эліт;
Q54824645;Objective: Bajor;
Q29542798;Reforming the House of Lords (2000 ed.);
Q22910055;;
Q19092013;The Last Man;
Q55686626;Grammata Serica Recensa (1957);
Q54826096;;
Q54820998;Demons;
Q54825199;Dark Mirror;
Q33012448;The Round & Other Cold Hard Facts;
Q54825767;Shadows On The Sun;
Q19076555;Bible (Geneva);
Q12353901;Pola Antologio;
Q26213772;De la misère;
Q54825420;;
Q22810111;;
Q15212146;;
Q33515142;;
Q26770393;Sacred Treasure;
Q50317935;Povídání o pejskovi a kočičce;
Q33011464;Askeblomster;
Q54826031;;
Q54821210;The Pet;
Q54826091;;
Q15055836;Chickenhawk (2005, paperback edition);
Q3227491;;
Q54820967;;
Q23097815;Who Was Who Among North American Authors, 1921-1939 (1976 ed.);
Q18885234;;
Q30459287;The World Set Free (1914 edition);
Q22344528;;
Q22963426;;
Q54825194;;
Q42024049;;
Q54825959;Tunnel Trough the Stars;
Q42532113;Germinal;
Q17300367;Steve Jobs (German edition, 2011);
Q54820982;;
Q34615347;Faith;
Q15303845;L'uomo che sognava la lotta armata (1st edition);
Q55634414;Stories from Old English Poetry;
Q54821039;Treaty's Law;
Q49612156;Don Quixote;
Q19235869;;
Q17398139;Атлас автомобильных дорог — Гродненская область;
Q16871348;Diccionario Akal de Historiadores españoles contemporáneos (2002);
Q28141709;Государство;
Q54825248;Q-in-Law;
Q54824950;;
Q21191010;;
Q54825854;Spock Must Die!;
Q54825164;Final Frontier;
Q54825003;;
Q20897985;The Story of St. Clement's (2nd edition 1995);
Q15725990;Charlie and the Chocolate Factory (US 1964);
Q19039953;Historical Tales and Anecdotes of the Time of the Early Khalifahs;
Q54278610;;
Q54825456;Infection;
Q15092113;The Bourbons of Naples;
Q15730914;Elektitaj noveloj;
Q22639418;The Oxford Encyclopedia of African Thought (2010 edition);
Q54826013;The Hologram's Handbook;
Q54825301;Seize the Fire;
Q18325681;Unkenrufe (1st German edition);
Q14624888;Diario;
Q54824974;The Desinherited;
Q28137307;;
Q54825815;Spock, Messiah!;
Q53748127;The Histories;
Q48327990;;
Q51170494;Manuel d’Épictète;
Q20160722;Nils Holgersens forunderlige rejse gennem Sverige;
Q20749319;;
Q54825901;;
Q21856050;Species Plantarum. 1st Edition;
Q21275207;;
Q19180261;L’Insurgé;
Q16004495;;
Q15286368;Ferumēru to sono jidai;
Q28599531;Ulysses (1984);
Q54825714;Q&A;
Q13418107;Fleischer’s Glossary of Mineral Species 2008;
Q20150420;Bible (Wikisource translation, Portugese);
Q54825297;;
Q23297692;;
Q22902781;;
Q20872993;A Christmas Carol;
Q54826135;;
Q54825736;Ragnarok;
Q50944439;Фантастические звери и места их обитания;
Q18508791;Nasze osiągnięcia w budowie mostów;
Q50327848;The Cowards;
Q27577956;The Fate of Fenella;
Q54826122;;
Q54826040;Uhura's Song;
Q54825196;Dark Victory;
Q54825707;;
Q24264925;;
Q54825277;;
Q54825326;Strangers from the Sky;
Q15888518;;
Q27864002;Institutes coutumières (1846);
Q44398050;The Pie and the Patty-Pan;
Q19754897;El otoño del patriarca;
Q12059577;Boží muka;
Q54825089;Probe;
Q15231929;The Master of Go (1973);
Q35165955;;
Q54826004;The 34th Rule;
Q15730836;Deklaracio;
Q54800645;American Seashells (2nd edition);
Q28919083;Cape Cod;
Q47009710;Prehistoric Humans in Film and Television (2006 McFarland ed.);
Q40583866;;
Q54825948;;
Q54824508;Mudd in Your Eye;
Q26467829;V temných barvách, II;
Q54824993;Federation;
Q54821155;;
Q15635805;Hippeltitsch's Abenteuer;
Q17341792;;
Q54888301;Inception;
Q54820976;;
Q53710505;The Glimpses of the Moon;
Q54825280;;
Q54821014;Daedalus;
Q54825702;;
Q54825855;Spock Must Die!;
Q54821497;The Last Stand;
Q43539005;;
Q54825717;;
Q51583576;;
Q47004268;Krzyżacy;
Q54826101;;
Q33514775;;
Q54834004;;
Q54825801;;
Q22344529;;
Q24018357;;
Q17619093;The Bethroted (1840 edition);
Q17374253;The Concept of Nature in Marx (German edition, 1962);
Q50823460;;
Q19239765;;
Q54825396;;
Q55360295;Civitates orbis terrarum;
Q20645818;Dictionary of North Carolina Biography: Vol. 6, T-Z;
Q33515009;;
Q19146761;Lord Jim;
Q19534888;Večerní písně;
Q26708764;Handbook of Chemical and Biological Warfare Agents (2nd wydanie);
Q16196360;Long Walk to Freedom;
Q54825487;Starfall;
Q22827554;;
Q50660784;;
Q54820892;Survival;
Q54825548;;
Q54825596;;
Q50347723;Tales of Space and Time;
Q33515122;;
Q54825696;;
Q23931094;Eva;
Q54824940;;
Q54821990;The Entropy Effect;
Q2462802;Tyndale Bible;
Q54821019;The Dominion – Ferenginar;
Q54825257;;
Q24206043;;
Q21191064;Divina Comedie (Coșbuc);
Q22814783;;
Q21167360;Telluria (German edition, 2015);
Q50369262;;
Q17352360;;
Q23926099;De Americaensche Zee-Roovers;
Q54820981;Bloodthirst;
Q15691529;Baird's Manual of American College Fraternities (1879);
Q28939510;Encyclopedia of Needlework;
Q18000294;Fleischer’s Glossary of Mineral Species 2014;
Q20906509;Thai-English English-Thai Dictionary (2009 edition);
Q42897772;The Brass Check;
Q52957558;;
Q54824636;Shadow;
Q27612500;Qu’est-ce que l’accès ouvert ? (translation);
Q54825415;;
Q51535139;Kopal-Kundala;
Q20124587;1984 (German translation);
Q20963633;Philosophiae Naturalis Principia Mathematica;
Q26084493;;
Q16913135;Herrenhaus und Sklavenhütte;
Q54826063;Lost Souls;
Q22083220;;
Q19100453;The Swiss Family Robinson;
Q50297935;Mathematical Methods in the Physical Sciences (Wiley, 2006);
Q48449177;;
Q54165662;;
Q54825372;;
Q54825036;;
Q21856077;;
Q19577451;Aufstieg und Herrschaft des Nationalsozialismus im Siebengebirge (first edition);
Q21043898;;
Q50326925;I Never Saw Another Butterfly;
Q54435809;Master the GRE;
Q54821473;;
Q54825987;Storming Heaven;
Q54821224;;
Q54824967;;
Q19180000;;
Q41556318;;
Q54825062;The Covenant of the Crown;
Q54821998;;
Q19179205;L’Espion;
Q50329924;Žít jednou spolu;
Q30721976;La Bretagne des mégalithes;
Q54825804;The Soldiers of Fear;
Q15730845;Noveloj;
Q54826044;;
Q33515014;;
Q19076542;Bible (Coverdale);
Q54826149;Chain of Attack;
Q28137287;;
Q5943957;Windsor Shahnameh;
Q15053459;World War II;
Q54825457;;
Q54825374;;
Q54825786;Bless the Beasts;
Q50327234;Wedge: The Secret War Between the FBI and CIA;
Q20968204;On the Origin of Species (1859);
Q54826150;;
Q51615345;Gitanjali;
Q55593162;The Everything Store: Jeff Bezos and the Age of Amazon (translation);
Q43397210;;
Q43948956;Black Metal. Evolution of the Cult (2013 Feral House ed.);
Q28469712;second;
Q54825366;Dwellers in the Crucible;
Q54825850;;
Q54825293;;
Q21161673;Die Entstehung der Arten;
Q54825662;Avatar, Book One;
Q50330215;Mizející Ladak;
Q29705019;The trouble with Tycho;
Q17320221;The Concept of Nature in Marx (Italian edition, 1973);
Q598888;The Poison;
Q54825284;;
Q15678261;Köln: Marienburg (1st edition);
Q54826121;;
Q54825323;;
Q17329907;The Lees of Hong Kong;
Q21002838;Encyclopedia of Global Justice (2011 ed.);
Q42659997;;
Q54825268;;
Q42357026;Foundation;
Q54821015;Warped;
Q27980201;Is Shakespeare Dead?;
Q33515137;;
Q19239574;;
Q47991228;;
Q21418968;;
Q28913867;A Pair of Blue Eyes;
Q54824856;;
Q54825876;Star Trek: Insurrection;
Q54825467;Ishmael;
Q19189726;La Sonate à Kreutzer;
Q54825506;;
Q14624815;The Diary of a Young Girl;
Q15982099;;
Q19679837;Guerra dei topi e delle rane;
Q19076398;Jerry of the Islands;
Q33515148;;
Q55642041;English As She Is Spoke;
Q55627004;;
Q54825086;The Romulan Way;
Q15977202;The Tale of the Heike (annotated edition);
Q48332901;;
Q29167099;L'Indre au cinéma - Lieux et récits de tournages;
Q54824877;;
Q52414667;Rothmaler - Exkursionsflora von Deutschland, 21th edition;
Q22771800;;
Q20898239;The Hitch Hiker's Guide to the Galaxy (1979 edition);
Q54825267;Fearful Symmetry;
Q13650952;Qing Dynasty literary family and marriage Pedigree;
Q54822042;;
Q54825995;Synthesis;
Q54825030;The Children of Hamlin;
Q45311834;The Historical Library of Diodorus the Sicilian;
Q48181765;;
Q54824964;The Delta Anomaly;
Q23653057;Orbis Sensualium Pictus Quadrilinguis;
Q54820953;;
Q54825945;Stone and Anvil;
Q54825504;;
Q30119014;;
Q50331469;Gargară cu gudron;
Q26714823;Clairvoyance;
Q22344566;;
Q54825263;Declassified;
Q12166513;;
Q54825674;;
Q16029876;;
Q54820977;;
Q19152133;The Spirit of the Laws, 1777 French edition;
Q54821017;;
Q23301312;Travels to Discover the Source of the Nile;
Q54824923;;
Q17984031;Le vite de i dodeci visconti che signoreggiarono Milano;
Q47546799;;
Q22704953;;
Q29653120;Manual de Madrid: descripción de la corte y de la villa (1831);
Q54825181;;
Q21448397;The Encyclopedia of Chess Variants (1st edition);
Q28137285;;
Q19693196;Leben und Sterben unserer jüdischen Mitbürger in Königswinter (1st edition);
Q35168558;Shabuhragan;
Q54825675;The Quiet Place;
Q54825176;The Lost Years;
Q20569042;;
Q42468499;;
Q26696290;Orgoglio e pregiudizio;
Q51430408;Die Stämme der Wirbeltiere (1919 book);
Q54007112;Cindamuse – Cynthia Ashley-Nelsons work for Wikipedia, main edition;
Q54860474;;
Q54825501;Cathedral;
Q54825081;;
Q54824805;;
Q23016283;;
Q47163283;;
Q19862367;Journal of a Voyage to Greenland, in the Year 1821;
Q40579550;;
Q21005029;The Christmas Tree and a Wedding;
Q19041944;Unto This Last;
Q21005157;;
Q19853380;;
Q19344222;Glotze fatal (first edition);
Q15058308;Brassey's Encyclopedia of Land Forces and Warfare, 1st Paperback Edition;
Q18385108;Foundations of differentiable manifolds and Lie groups;
Q40220865;;
Q54825684;Nova Command;
Q33515167;;
Q54825338;;
Q28137309;;
Q22771666;;
Q54824943;;
Q18534683;New Lights from Old Truths: Living the Signs of the Times (1st edition);
Q33515154;;
Q33514754;;
Q15771066;Bottroper Protokolle;
Q33514489;;
Q29034835;Encyclopedia of World Military Aircraft, Volume One;
Q42873282;Ethan Frome;
Q54825298;The Farther Shore;
Q28755449;Change in Command, paperback edition;
Q19799228;The True Benjamin Franklin;
Q22911681;;
Q20743760;Encyclopedia of Political Theory (2010 ed.);
Q54825377;;
Q54825585;;
Q4264194;American Standard Version;
Q21957418;Alice's Adventures in Wonderland (1907);
Q18670190;;
Q28328628;Who's Who in Hong Kong, 4th edition;
Q19923804;Opera : an encyclopedia of world premieres and significant performances;
Q46433989;The Divine Comedy, Volume III;
Q54825207;;
Q20203353;Bibelen (1933);
Q54825579;;
Q54826021;;
Q48819944;;
Q54825246;;
Q28806254;The Million Pound Bank Note;
Q20150188;Bible (Wikisource translation, English);
Q15912314;Twelve Years a Slave;
Q19086826;On the Harmony of Religions and Philosophy;
Q54826105;World Without End;
Q54825211;;
Q54824501;;
Q50327432;Život je jinde;
Q24662002;;
Q54825777;;
Q54826042;Uhura's Song;
Q26262747;The Star KETs. Amphibian Man;
Q54825554;;
Q42296969;Beyond the Barrier (1st edition);
Q52412967;Die Flora Deutschlands und angrenzender Länder, 96th edition;
Q23654021;The Letters and Works of Lady Mary Wortley Montagu;
Q38097888;50 years Nea Salamina 1948–1998  (1st edition);
Q19689030;;
Q54826009;The Autobiography of James T. Kirk;
Q55345046;Handbook of Meteorology;
Q14624877;Diari;
Q12356086;Tri noveloj;
Q54825417;;
Q54825760;Sarek;
Q38813012;;
Q22679442;;
Q54820964;;
Q54824754;;
Q28137312;;
Q17024306;;
Q54825304;;
Q55686777;Kangxi Dictionary (1989);
Q54825897;Star Trek: Klingon;
Q15631610;;
Q54825778;;
Q54825636;Mosaic;
Q33515090;;
Q54821201;Dreadnought!;
Q54825139;;
Q54825285;Restoration;
Q55594240;Tales of the White Hills, and sketches;
Q54824524;;
Q51449295;The book of grasses : an illustrated guide to the common grasses, and the most common of the rushes and sedges;
Q1756168;Ostrog Bible;
Q54825871;;
Q54825821;;
Q54825937;;
Q15741500;Autobiografia di Alice Toklas (translation);
Q41530078;;
Q20813109;;
Q51515135;The origin of species (Harvard Classics edition, 1909);
Q54825952;;
Q7679300;Tales from the Secret Annex;
Q42903924;Hamlet and Oedipus;
Q15987824;Vom Winde verweht (1937 German edition);
Q29655244;Codex Fabrianus (1606);
Q54826146;;
Q33515044;;
Q54825286;Restoration;
Q54824894;;
Q54825130;;
Q54825310;Firestorm;
Q54825490;;
Q33514790;;
Q21030824;;
Q21000501;The Private Life of Chairman Mao (1996 edition);
Q54824870;Cloak;
Q54825932;;
Q19799224;The True Benjamin Franklin;
Q50327344;Laughable loves;
Q54825705;;
Q54825875;;
Q54821055;The Klingon Gambit;
Q44490841;Man of Many Minds;
Q21425054;La Biennale di Venezia : 49. international exhibition of art : plateau of humankind;
Q54825411;;
Q54821029;Twilight's End;
Q54820994;;
Q20575635;Bue ar Zent;
Q20593137;Edward Thomas;
Q54825436;Exiles;
Q54825183;;
Q51465380;Titas Ekti Nadir Nam;
Q22982327;The Elements of Style (3rd edition);
Q40975946;Genera Plantarum (6th edition);
Q43963326;孫子算經;
Q1626958;Wycliffe's Bible;
Q19925037;Because they are Armenians;
Q54825034;;
Q54820965;;
Q28489886;Flag Badges Seals and Arms of Hong Kong;
Q54824644;;
Q23653644;;
Q24230258;;
Q52373537;;
Q14509115;The History of Polish Literature, Updated edition;
Q19953647;An Epitome of the History of Medicine;
Q19093283;The Man;
Q19112080;Health and beauty (1856 edition);
Q54821460;Lesser Evil;
Q7751139;The Message of The Qur'an;
Q33514483;;
Q15054675;Visual Encyclopedia of Ships;
Q21190964;A Divina Comédia (Pinheiro);
Q54825349;;
Q15303722;Concrete Mathematics, 1994 edition;
Q17355847;Eclipse of Reason;
Q54825822;;
Q20871352;;
Q50317980;Povídání o pejskovi a kočičce;
Q14272084;;
Q12348751;Hebreaj rakontoj;
Q19535468;Nya Testamentet (1526);
Q54047425;The Marne;
Q54826038;;
Q14624872;Las habitaciones de atrás;
Q28123334;Парменид;
Q20872991;Alice's Adventures in Wonderland;
Q54825861;Spock Must Die!;
Q41639812;Allgemeines Lexikon der bildenden Künstler des XX. Jahrhunderts vol. 3;
Q19218874;Manifest der Kommunistischen Partei (1st edition, 1848);
Q54821402;;
Q54825112;The Trellisane Confrontation;
Q17428485;Беларуская энцыклапедыя: У 18 т. Т. 1: А — Аршын;
Q54821374;;
Q54825398;;
Q21755521;The Oxford history of board games (1st edition);
Q51515143;The origin of species by means of natural selecti : or, The preservation of favored races in the struggle for life;
Q15733697;Hitler: A Study in Tyranny (1952 ed.);
Q54825059;Perchance To Dream;
Q54824598;;
Q43977898;;
Q54801493;Defensive ferments of the animal organism (3rd edition);
Q15631617;;
Q18028593;Farm der Tiere;
Q20949823;General Biographical Dictionary;
Q51515169;The origin of species by means of natural selection  or, the preservation of favored races in the struggle for life;
Q54824888;;
Q54825265;;
Q23296487;;
Q54825410;Homecoming;
Q28137291;;
Q33515070;;
Q19756324;;
Q24175332;Matemáticas. Volumen Práctico (2ª edición);
Q25333089;;
Q23308922;;
Q14943161;The Time Machine (Heinemann text);
Q36922174;Modeste Mignon;
Q15126229;;
Q20897620;The Life of Samuel Johnson (Penguin Classics 1979 edition);
Q54825647;;
Q54821202;Dreadnought!;
Q48514756;Mathematical Omnibus (German translation);
Q54824944;Die Badlands 1;
Q51515152;The origin of species by means of natural selection, or, The preservation of favored races in the struggle for life;
Q26334755;;
Q22982456;The Elements of Style (4th edition);
Q54821589;;
Q54825241;A Flag Full Of Stars;
Q14943165;Die Zeitmaschine;
Q54825591;Gods Above;
